Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_sinr_interference,ue0_sinr_noise,ue0_sinr_denominator,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue0_interf_bs1_idx,ue0_interf_bs1_prx,ue0_interf_bs2_idx,ue0_interf_bs2_prx,ue0_interf_bs3_idx,ue0_interf_bs3_prx,ue0_interf_bs4_idx,ue0_interf_bs4_prx,ue0_interf_bs5_idx,ue0_interf_bs5_prx,ue0_interf_bs6_idx,ue0_interf_bs6_prx
240,3355.00,2739.97,3.00,3,31,0.02,LOS,99.02,-0.27,-78.53,-50.75,16.31,-67.07,-95.00,-67.06,34.45,0,23,-95.10,16,-106.76,24,-107.88,8,-112.56,17,-116.00,1,-116.93,32,-89.57,23,-67.32,24,-80.10,38,-104.67,39,-101.91,30,-100.13
241,3355.00,2730.40,3.00,3,31,0.02,LOS,99.03,-0.27,-78.54,-50.76,15.93,-66.69,-95.00,-66.69,34.45,0,23,-94.69,16,-106.81,24,-108.17,8,-112.53,17,-116.12,1,-116.93,32,-89.66,23,-66.91,24,-80.39,38,-104.65,39,-101.94,30,-100.04
242,3355.00,2720.83,3.00,3,31,0.02,LOS,99.04,-3.61,-75.21,-47.43,16.34,-63.77,-95.00,-63.77,34.45,0,23,-91.75,16,-104.99,24,-105.33,17,-110.64,25,-111.86,15,-116.58,32,-91.37,23,-63.97,24,-77.55,38,-99.63,39,-93.76,30,-94.58
243,3355.00,2711.25,3.00,3,31,0.02,LOS,99.05,-3.61,-75.22,-47.44,15.93,-63.37,-95.00,-63.37,34.45,0,23,-91.33,16,-105.04,24,-105.61,17,-110.76,25,-111.97,15,-116.45,32,-91.47,23,-63.55,24,-77.83,38,-99.62,39,-93.79,30,-94.49
244,3355.00,2701.68,3.00,3,31,0.02,LOS,99.07,-3.61,-75.24,-47.46,15.51,-62.97,-95.00,-62.96,34.45,0,23,-90.90,16,-105.09,24,-105.88,17,-110.88,25,-112.08,15,-116.31,32,-91.56,23,-63.12,24,-78.10,38,-99.60,39,-93.82,30,-94.40
245,3355.00,2692.11,3.00,3,31,0.02,LOS,99.08,1.87,-80.74,-52.96,13.70,-66.66,-95.00,-66.65,34.45,0,23,-97.44,24,-97.55,16,-104.21,40,-115.94,30,-117.75,9,-117.95,32,-101.44,23,-69.66,24,-69.76,38,-92.95,39,-91.97,30,-89.97
246,3355.00,2682.54,3.00,3,31,0.02,LOS,99.10,1.87,-80.75,-52.97,13.57,-66.55,-95.00,-66.54,34.45,0,23,-96.99,24,-97.81,16,-104.27,40,-115.99,30,-117.66,9,-117.99,32,-101.53,23,-69.21,24,-70.03,38,-92.93,39,-92.00,30,-89.88
247,3355.00,2672.97,3.00,3,31,0.02,LOS,99.12,1.87,-80.77,-52.99,13.40,-66.40,-95.00,-66.39,34.45,0,23,-96.53,24,-98.07,16,-104.34,40,-116.04,30,-117.58,9,-118.03,32,-101.62,23,-68.75,24,-70.29,38,-92.92,39,-92.03,30,-89.79
248,3355.00,2663.40,3.00,3,31,0.02,LOS,99.14,-0.89,-78.03,-50.24,22.64,-72.91,-95.00,-72.88,34.45,0,23,-101.68,24,-108.53,15,-110.85,16,-113.92,30,-116.77,48,-117.14,32,-98.82,23,-73.90,24,-80.75,38,-96.02,39,-94.64,30,-88.99
249,3355.00,2653.83,3.00,3,31,0.02,LOS,99.16,-0.89,-78.04,-50.26,22.27,-72.56,-95.00,-72.54,34.45,0,23,-101.20,24,-108.78,15,-110.72,16,-114.00,30,-116.68,48,-117.17,32,-98.91,23,-73.42,24,-81.00,38,-96.01,39,-94.67,30,-88.90
250,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
251,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
252,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
253,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
254,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
255,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
256,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
257,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
258,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
259,3355.00,2652.00,3.00,2,31,0.02,LOS,99.16,-0.89,-78.05,-50.27,22.20,-72.49,-95.00,-72.47,0.00,0,23,-101.11,24,-108.83,15,-110.69,16,-114.01,30,-116.66,48,-117.18,32,-98.93,23,-73.33,24,-81.05,38,-96.00,39,-94.68,30,-88.88
260,3350.21,2652.00,3.00,2,31,0.02,LOS,99.21,-0.89,-78.10,-50.32,22.27,-72.62,-95.00,-72.59,17.23,0,23,-101.25,24,-108.86,15,-110.64,16,-113.89,30,-116.72,48,-117.20,32,-98.96,23,-73.47,24,-81.07,38,-96.05,39,-94.72,30,-88.94
261,3340.64,2652.00,3.00,2,31,0.02,LOS,99.30,2.35,-81.44,-53.65,5.36,-59.01,-95.00,-59.01,34.45,0,23,-86.83,16,-102.41,15,-109.79,24,-111.97,32,-112.98,30,-114.32,32,-85.20,23,-59.05,24,-84.19,38,-101.09,39,-97.82,30,-86.54
262,3331.07,2652.00,3.00,2,31,0.02,LOS,99.40,2.35,-81.53,-53.75,5.56,-59.31,-95.00,-59.31,34.45,0,23,-87.12,16,-102.16,15,-109.67,24,-112.03,32,-113.05,30,-114.44,32,-85.27,23,-59.34,24,-84.25,38,-101.18,39,-97.90,30,-86.65
263,3321.50,2652.00,3.00,2,31,0.02,LOS,99.50,2.35,-81.63,-53.85,5.76,-59.61,-95.00,-59.61,34.45,0,23,-87.43,16,-101.90,15,-109.55,24,-112.10,32,-113.13,30,-114.55,32,-85.35,23,-59.65,24,-84.32,38,-101.28,39,-97.99,30,-86.77
264,3311.93,2652.00,3.00,2,31,0.02,LOS,99.59,-1.78,-77.60,-49.81,13.35,-63.17,-95.00,-63.17,34.45,0,23,-91.01,17,-105.07,16,-109.60,24,-110.96,39,-118.49,30,-119.82,32,-92.66,23,-63.23,24,-83.17,38,-104.34,39,-90.71,30,-92.04
265,3302.36,2652.00,3.00,2,31,0.02,LOS,99.68,-1.78,-77.69,-49.91,13.57,-63.48,-95.00,-63.47,34.45,0,23,-91.32,17,-105.01,16,-109.34,24,-111.03,39,-118.57,30,-119.93,32,-92.74,23,-63.54,24,-83.25,38,-104.43,39,-90.79,30,-92.15
266,3292.79,2652.00,3.00,2,31,0.02,LOS,99.78,-1.78,-77.78,-50.00,13.79,-63.79,-95.00,-63.79,34.45,0,23,-91.64,17,-104.95,16,-109.07,24,-111.11,39,-118.66,15,-119.85,32,-92.82,23,-63.86,24,-83.33,38,-104.53,39,-90.88,30,-92.26
267,3283.22,2652.00,3.00,2,31,0.02,LOS,99.87,-2.74,-76.91,-49.13,12.23,-61.37,-95.00,-61.36,34.45,0,23,-89.33,16,-102.95,24,-103.78,30,-115.67,38,-116.01,17,-117.28,32,-94.57,23,-61.54,24,-76.00,38,-88.23,39,-92.41,30,-87.89
268,3273.65,2652.00,3.00,2,31,0.02,LOS,99.96,-2.74,-77.00,-49.22,12.45,-61.68,-95.00,-61.68,34.45,0,23,-89.65,16,-102.67,24,-103.87,30,-115.78,38,-116.10,17,-117.21,32,-94.65,23,-61.86,24,-76.08,38,-88.32,39,-92.50,30,-88.00
269,3264.08,2652.00,3.00,2,31,0.02,LOS,100.05,-2.74,-77.09,-49.31,12.68,-61.99,-95.00,-61.99,34.45,0,23,-89.97,16,-102.39,24,-103.95,30,-115.89,38,-116.19,17,-117.15,32,-94.73,23,-62.19,24,-76.17,38,-88.41,39,-92.58,30,-88.11
270,3254.51,2652.00,3.00,2,31,0.02,LOS,100.14,0.87,-80.79,-53.01,15.89,-68.91,-95.00,-68.90,34.45,0,23,-97.46,16,-102.06,17,-105.16,24,-106.20,32,-110.93,30,-117.19,32,-83.14,23,-69.67,24,-78.42,38,-98.02,39,-102.54,30,-89.41
271,3244.94,2652.00,3.00,2,31,0.02,LOS,100.23,0.87,-80.88,-53.10,16.09,-69.20,-95.00,-69.19,34.45,0,23,-97.78,16,-101.77,17,-105.10,24,-106.29,32,-111.00,30,-117.30,32,-83.22,23,-70.00,24,-78.51,38,-98.11,39,-102.62,30,-89.52
272,3235.37,2652.00,3.00,2,31,0.02,LOS,100.31,0.87,-80.97,-53.19,16.28,-69.48,-95.00,-69.47,34.45,0,23,-98.10,16,-101.48,17,-105.04,24,-106.39,32,-111.08,30,-117.41,32,-83.30,23,-70.32,24,-78.60,38,-98.20,39,-102.70,30,-89.63
273,3225.80,2652.00,3.00,2,31,0.02,LOS,100.40,4.71,-84.89,-57.11,11.82,-68.94,-95.00,-68.92,34.45,0,23,-97.20,24,-107.40,8,-110.81,16,-111.64,17,-114.82,38,-116.44,32,-92.69,23,-69.42,24,-79.62,38,-88.65,39,-98.71,30,-92.90
274,3216.22,2652.00,3.00,2,31,0.02,LOS,100.49,4.71,-84.98,-57.20,12.03,-69.23,-95.00,-69.22,34.45,0,23,-97.52,24,-107.50,8,-110.68,16,-111.34,17,-114.76,38,-116.53,32,-92.76,23,-69.74,24,-79.72,38,-88.74,39,-98.79,30,-93.01
275,3206.65,2652.00,3.00,2,31,0.02,LOS,100.57,4.71,-85.06,-57.28,12.23,-69.53,-95.00,-69.52,34.45,0,23,-97.84,24,-107.60,8,-110.56,16,-111.04,17,-114.70,38,-116.61,32,-92.84,23,-70.06,24,-79.82,38,-88.83,39,-98.87,30,-93.12
276,3197.08,2652.00,3.00,2,31,0.02,LOS,100.66,-1.46,-78.98,-51.19,18.65,-69.85,-95.00,-69.84,34.45,0,23,-97.87,16,-104.61,9,-110.04,24,-115.36,32,-115.72,30,-115.87,32,-87.94,23,-70.09,24,-87.58,38,-93.12,39,-100.18,30,-88.09
277,3187.51,2652.00,3.00,2,31,0.02,LOS,100.74,-1.46,-79.06,-51.28,18.87,-70.16,-95.00,-70.15,34.45,0,23,-98.19,16,-104.30,9,-109.93,24,-115.47,32,-115.80,30,-115.98,32,-88.01,23,-70.41,24,-87.68,38,-93.21,39,-100.26,30,-88.20
278,3177.94,2652.00,3.00,2,31,0.02,LOS,100.82,-1.46,-79.14,-51.36,19.09,-70.46,-95.00,-70.45,34.45,0,23,-98.50,16,-103.98,9,-109.82,24,-115.57,32,-115.87,30,-116.09,32,-88.09,23,-70.72,24,-87.79,38,-93.30,39,-100.34,30,-88.30
279,3168.37,2652.00,3.00,2,31,0.02,LOS,100.91,-0.95,-79.74,-51.95,22.15,-74.14,-95.00,-74.11,34.45,0,16,-99.22,23,-102.75,8,-107.89,15,-109.80,24,-111.55,17,-113.45,32,-96.28,23,-74.96,24,-83.77,38,-89.43,39,-99.05,30,-90.33
280,3158.80,2652.00,3.00,2,31,0.02,LOS,100.99,-0.95,-79.82,-52.04,22.34,-74.42,-95.00,-74.38,34.45,0,16,-98.89,23,-103.06,8,-107.76,15,-109.69,24,-111.66,17,-113.40,32,-96.36,23,-75.27,24,-83.88,38,-89.52,39,-99.13,30,-90.43
281,3155.00,2657.77,3.00,1,31,0.02,LOS,101.01,-0.95,-79.84,-52.06,22.52,-74.62,-95.00,-74.58,34.45,0,16,-98.67,23,-103.31,8,-107.72,15,-109.76,24,-111.58,17,-113.30,32,-96.34,23,-75.53,24,-83.80,38,-89.56,39,-99.15,30,-90.52
282,3155.00,2667.34,3.00,1,31,0.02,LOS,101.00,-1.95,-78.83,-51.05,8.76,-59.80,-95.00,-59.80,34.45,0,23,-87.61,16,-101.60,24,-112.34,32,-116.42,15,-117.30,8,-117.66,32,-88.64,23,-59.83,24,-84.56,38,-100.26,39,-102.44,30,-90.31
283,3155.00,2676.91,3.00,1,31,0.02,LOS,100.99,-1.95,-78.82,-51.03,8.99,-60.03,-95.00,-60.03,34.45,0,23,-87.84,16,-101.47,24,-112.14,32,-116.35,15,-117.47,8,-117.69,32,-88.57,23,-60.06,24,-84.36,38,-100.28,39,-102.42,30,-90.38
284,3155.00,2686.48,3.00,1,31,0.02,LOS,100.98,-1.95,-78.80,-51.02,9.23,-60.26,-95.00,-60.25,34.45,0,23,-88.07,16,-101.33,24,-111.93,32,-116.27,15,-117.65,8,-117.73,32,-88.49,23,-60.29,24,-84.15,38,-100.29,39,-102.39,30,-90.45
285,3155.00,2696.05,3.00,1,31,0.02,LOS,100.97,4.74,-85.49,-57.71,17.18,-74.93,-95.00,-74.89,34.45,0,16,-95.94,23,-103.95,9,-110.11,24,-111.46,32,-115.25,38,-115.30,32,-87.47,23,-76.17,24,-83.68,38,-87.52,39,-105.56,30,-99.93
286,3155.00,2705.62,3.00,1,31,0.02,LOS,100.96,4.74,-85.48,-57.70,17.33,-75.07,-95.00,-75.03,34.45,0,16,-95.82,23,-104.18,9,-110.06,24,-111.25,32,-115.17,38,-115.31,32,-87.39,23,-76.40,24,-83.47,38,-87.53,39,-105.53,30,-100.00
287,3155.00,2715.19,3.00,1,31,0.02,LOS,100.95,4.74,-85.47,-57.69,17.47,-75.21,-95.00,-75.16,34.45,0,16,-95.71,23,-104.42,9,-110.00,24,-111.04,32,-115.10,38,-115.33,32,-87.32,23,-76.64,24,-83.26,38,-87.55,39,-105.51,30,-100.07
288,3155.00,2724.77,3.00,1,31,0.02,LOS,100.94,-1.53,-79.19,-51.40,20.88,-72.30,-95.00,-72.28,34.45,0,16,-96.75,23,-100.89,24,-109.65,9,-109.85,25,-113.19,15,-113.49,32,-91.96,23,-73.11,24,-81.87,38,-99.35,39,-100.82,30,-85.76
289,3155.00,2734.34,3.00,1,31,0.02,LOS,100.93,-1.53,-79.18,-51.40,21.05,-72.48,-95.00,-72.45,34.45,0,16,-96.65,23,-101.13,24,-109.43,9,-109.80,25,-113.08,30,-113.61,32,-91.88,23,-73.35,24,-81.65,38,-99.36,39,-100.80,30,-85.82
290,3155.00,2743.91,3.00,1,31,0.02,LOS,100.92,-1.53,-79.17,-51.39,21.23,-72.64,-95.00,-72.62,34.45,0,16,-96.56,23,-101.36,24,-109.22,9,-109.75,25,-112.97,30,-113.68,32,-91.81,23,-73.58,24,-81.44,38,-99.38,39,-100.78,30,-85.89
291,3155.00,2753.48,3.00,1,31,0.02,LOS,100.92,5.00,-85.70,-57.92,17.55,-75.52,-95.00,-75.47,34.45,0,16,-100.57,8,-103.02,15,-105.52,23,-106.16,24,-107.37,17,-113.62,32,-86.46,23,-78.37,24,-79.59,38,-105.33,39,-105.28,30,-97.08
292,3155.00,2763.05,3.00,1,31,0.02,LOS,100.91,5.00,-85.70,-57.91,17.58,-75.55,-95.00,-75.50,34.45,0,16,-100.50,8,-103.06,15,-105.69,23,-106.39,24,-107.15,17,-113.47,32,-86.38,23,-78.61,24,-79.37,38,-105.35,39,-105.25,30,-97.15
293,3155.00,2772.62,3.00,1,31,0.02,LOS,100.91,5.00,-85.69,-57.91,17.60,-75.56,-95.00,-75.51,34.45,0,16,-100.44,8,-103.10,15,-105.85,23,-106.62,24,-106.93,17,-113.33,32,-86.31,23,-78.84,24,-79.15,38,-105.37,39,-105.23,30,-97.22
294,3155.00,2782.19,3.00,1,31,0.02,LOS,100.90,1.40,-82.09,-54.30,23.41,-77.79,-95.00,-77.71,34.45,0,16,-92.83,23,-107.33,15,-109.39,17,-109.43,8,-111.24,39,-111.82,32,-94.18,23,-79.55,24,-92.70,38,-94.30,39,-84.04,30,-95.35
295,3155.00,2791.76,3.00,1,31,0.02,LOS,100.90,1.40,-82.08,-54.30,23.55,-77.94,-95.00,-77.85,34.45,0,16,-92.79,23,-107.57,17,-109.29,15,-109.55,8,-111.29,39,-111.80,32,-94.11,23,-79.79,24,-92.48,38,-94.32,39,-84.02,30,-95.42
296,3155.00,2801.33,3.00,1,31,0.02,LOS,100.89,1.40,-82.08,-54.30,23.69,-78.07,-95.00,-77.99,34.45,0,16,-92.75,23,-107.80,17,-109.14,15,-109.71,8,-111.33,39,-111.78,32,-94.04,23,-80.02,24,-92.25,38,-94.34,39,-84.00,30,-95.49
297,3155.00,2810.90,3.00,1,31,0.02,LOS,100.89,-1.11,-79.57,-51.79,19.67,-71.48,-95.00,-71.46,34.45,0,16,-96.95,23,-99.93,24,-108.30,9,-111.61,17,-114.34,15,-116.58,32,-91.28,23,-72.15,24,-80.52,38,-94.84,39,-100.47,30,-96.97
298,3155.00,2820.47,3.00,1,31,0.02,LOS,100.89,-1.11,-79.57,-51.78,19.84,-71.64,-95.00,-71.62,34.45,0,16,-96.93,23,-100.16,24,-108.08,9,-111.56,17,-114.18,15,-116.73,32,-91.21,23,-72.38,24,-80.30,38,-94.86,39,-100.45,30,-97.04
299,3155.00,2830.04,3.00,1,31,0.02,LOS,100.89,-1.11,-79.56,-51.78,20.00,-71.80,-95.00,-71.78,34.45,0,16,-96.92,23,-100.39,24,-107.85,9,-111.52,17,-114.03,15,-116.89,32,-91.14,23,-72.61,24,-80.07,38,-94.88,39,-100.43,30,-97.11
300,3155.00,2839.61,3.00,1,31,0.02,LOS,100.89,-2.79,-77.88,-50.09,18.87,-68.98,-95.00,-68.97,34.45,0,24,-96.89,16,-101.06,8,-112.14,23,-114.04,9,-116.14,10,-117.29,32,-91.89,23,-86.26,24,-69.10,38,-94.15,39,-106.57,30,-97.61
