Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp
105,5668.79,2200.00,69.00,2,45,0.98,NLOS,100.34,-6.34,-73.78,-46.00,-3.59,72.67,0,46,-73.02,53,-75.19,38,-80.35,30,-82.19,69,-83.33,48,-84.37
106,5648.60,2200.00,69.00,2,45,0.97,NLOS,100.75,-5.79,-74.75,-46.97,-1.27,72.67,0,39,-74.27,46,-77.70,53,-78.46,38,-78.96,25,-84.51,32,-84.71
107,5628.41,2200.00,69.00,2,45,0.97,NLOS,101.23,-5.79,-75.23,-47.44,-1.75,72.67,0,39,-74.19,46,-77.76,53,-78.67,38,-78.69,25,-84.46,32,-84.65
108,5608.23,2200.00,69.00,2,45,0.97,NLOS,101.75,-10.39,-71.15,-43.37,1.66,72.67,0,39,-73.72,38,-76.08,46,-78.22,53,-81.13,31,-83.05,30,-83.13
109,5600.00,2188.04,69.00,3,45,0.97,NLOS,101.46,-10.39,-70.86,-43.08,1.99,72.67,0,39,-73.77,38,-76.02,46,-78.42,53,-81.25,31,-83.04,30,-83.06
110,5600.00,2167.86,69.00,3,46,0.88,LOS,96.41,-4.70,-71.49,-43.71,0.83,72.67,1,38,-75.74,45,-79.30,53,-80.12,39,-82.63,47,-83.11,31,-83.81
111,5600.00,2147.67,69.00,3,46,0.88,LOS,96.68,-4.70,-71.76,-43.98,0.44,72.67,0,38,-75.85,45,-78.38,53,-80.17,39,-82.77,47,-83.23,31,-83.87
112,5600.00,2127.48,69.00,3,46,0.87,LOS,96.94,-1.31,-75.41,-47.63,-4.77,72.67,0,45,-75.95,53,-77.07,38,-77.23,30,-77.53,39,-77.76,31,-80.67
113,5600.00,2107.30,69.00,3,46,0.87,LOS,97.20,-1.31,-75.67,-47.88,-5.25,72.67,0,45,-75.03,53,-77.13,38,-77.36,30,-77.52,39,-77.90,31,-80.73
114,5600.00,2087.11,69.00,3,45,0.99,NLOS,96.90,-3.18,-73.50,-45.72,-2.15,72.67,1,53,-75.12,38,-76.47,46,-77.49,47,-79.06,39,-80.50,31,-85.09
115,5600.00,2066.92,69.00,3,45,0.99,NLOS,96.03,-3.18,-72.63,-44.85,-1.16,72.67,0,53,-75.19,38,-76.60,46,-77.74,47,-79.17,39,-80.63,31,-85.15
116,5600.00,2046.74,69.00,3,45,0.99,NLOS,95.24,2.58,-77.60,-49.82,-3.18,72.67,0,38,-75.76,61,-78.89,46,-82.38,47,-82.69,39,-84.90,25,-84.96
117,5600.00,2026.55,69.00,3,45,1.00,NLOS,94.56,2.58,-76.93,-49.14,-2.36,72.67,0,38,-75.90,61,-78.93,46,-82.61,47,-82.80,25,-85.00,39,-85.03
118,5600.00,2006.36,69.00,3,45,1.00,NLOS,94.05,-8.76,-65.07,-37.29,6.77,72.67,0,38,-74.55,46,-77.74,30,-80.68,53,-83.17,68,-83.42,39,-83.71
119,5586.18,2000.00,69.00,2,45,1.00,NLOS,95.06,-8.76,-66.08,-38.30,5.73,72.67,0,38,-74.44,46,-77.83,30,-80.58,53,-83.31,68,-83.48,39,-83.71
120,5565.99,2000.00,69.00,2,38,0.88,LOS,96.55,0.73,-77.06,-49.28,-2.75,72.67,1,30,-78.49,31,-81.72,39,-81.95,53,-82.45,45,-83.57,48,-84.16
121,5545.80,2000.00,69.00,2,38,0.88,LOS,96.33,0.73,-76.83,-49.05,-2.47,72.67,0,30,-78.34,31,-81.62,39,-81.89,53,-82.62,48,-84.17,45,-84.96
