Step,ue0_x,ue0_y,ue0_height,ue0_direction,ue0_connected_bs,ue0_los_probability,ue0_los_state,ue0_pathloss,ue0_shadow_fading,ue0_rsrp,ue0_prx,ue0_sinr,ue0_speed,ue0_handover,ue0_bs1_idx,ue0_bs1_rsrp,ue0_bs2_idx,ue0_bs2_rsrp,ue0_bs3_idx,ue0_bs3_rsrp,ue0_bs4_idx,ue0_bs4_rsrp,ue0_bs5_idx,ue0_bs5_rsrp,ue0_bs6_idx,ue0_bs6_rsrp,ue1_x,ue1_y,ue1_height,ue1_direction,ue1_connected_bs,ue1_los_probability,ue1_los_state,ue1_pathloss,ue1_shadow_fading,ue1_rsrp,ue1_prx,ue1_sinr,ue1_speed,ue1_handover,ue1_bs1_idx,ue1_bs1_rsrp,ue1_bs2_idx,ue1_bs2_rsrp,ue1_bs3_idx,ue1_bs3_rsrp,ue1_bs4_idx,ue1_bs4_rsrp,ue1_bs5_idx,ue1_bs5_rsrp,ue1_bs6_idx,ue1_bs6_rsrp,ue2_x,ue2_y,ue2_height,ue2_direction,ue2_connected_bs,ue2_los_probability,ue2_los_state,ue2_pathloss,ue2_shadow_fading,ue2_rsrp,ue2_prx,ue2_sinr,ue2_speed,ue2_handover,ue2_bs1_idx,ue2_bs1_rsrp,ue2_bs2_idx,ue2_bs2_rsrp,ue2_bs3_idx,ue2_bs3_rsrp,ue2_bs4_idx,ue2_bs4_rsrp,ue2_bs5_idx,ue2_bs5_rsrp,ue2_bs6_idx,ue2_bs6_rsrp,ue3_x,ue3_y,ue3_height,ue3_direction,ue3_connected_bs,ue3_los_probability,ue3_los_state,ue3_pathloss,ue3_shadow_fading,ue3_rsrp,ue3_prx,ue3_sinr,ue3_speed,ue3_handover,ue3_bs1_idx,ue3_bs1_rsrp,ue3_bs2_idx,ue3_bs2_rsrp,ue3_bs3_idx,ue3_bs3_rsrp,ue3_bs4_idx,ue3_bs4_rsrp,ue3_bs5_idx,ue3_bs5_rsrp,ue3_bs6_idx,ue3_bs6_rsrp,ue4_x,ue4_y,ue4_height,ue4_direction,ue4_connected_bs,ue4_los_probability,ue4_los_state,ue4_pathloss,ue4_shadow_fading,ue4_rsrp,ue4_prx,ue4_sinr,ue4_speed,ue4_handover,ue4_bs1_idx,ue4_bs1_rsrp,ue4_bs2_idx,ue4_bs2_rsrp,ue4_bs3_idx,ue4_bs3_rsrp,ue4_bs4_idx,ue4_bs4_rsrp,ue4_bs5_idx,ue4_bs5_rsrp,ue4_bs6_idx,ue4_bs6_rsrp
23,7376.61,5100.00,1.50,2,55,0.05,NLOS,119.32,5.34,-104.44,-76.66,-2.28,33.51,0,54,-104.92,61,-106.47,67,-114.56,60,-115.04,48,-115.54,62,-117.30,7800.00,4153.35,1.50,3,60,0.13,LOS,84.75,2.69,-67.22,-39.44,34.89,52.00,0,67,-106.20,61,-109.17,53,-109.38,54,-109.44,58,-117.11,47,-117.47,3400.00,5887.03,1.50,1,23,0.34,NLOS,98.52,5.36,-83.66,-55.88,25.34,28.05,0,31,-114.23,17,-115.06,15,-116.30,30,-116.50,29,-116.72,24,-117.05,5600.00,6455.13,1.50,3,43,0.11,NLOS,110.93,4.91,-95.62,-67.83,3.36,36.73,0,44,-101.83,50,-105.70,37,-107.74,38,-109.08,36,-109.48,42,-114.58,4663.11,4100.00,1.50,2,34,0.06,LOS,90.14,-1.08,-68.84,-41.06,31.99,50.53,0,40,-104.00,33,-107.58,27,-109.30,28,-109.96,21,-115.88,35,-116.18
24,7367.30,5100.00,1.50,2,55,0.05,NLOS,119.17,-0.36,-98.59,-70.80,-4.40,33.51,0,61,-96.52,54,-98.51,48,-108.15,47,-117.28,62,-118.73,56,-122.50,7800.00,4138.90,1.50,3,60,0.13,LOS,84.71,-4.74,-59.76,-31.97,42.91,52.00,0,53,-104.20,68,-106.62,67,-111.29,54,-114.59,61,-115.88,42,-117.10,3400.00,5894.82,1.50,1,23,0.33,NLOS,98.82,-5.00,-73.60,-45.82,26.97,28.05,0,17,-101.28,29,-112.32,18,-113.71,28,-115.27,30,-115.28,16,-115.97,5600.00,6444.93,1.50,3,43,0.12,NLOS,110.36,4.91,-95.05,-67.26,4.06,36.73,0,44,-102.06,50,-105.76,37,-107.85,38,-109.20,36,-109.33,42,-114.41,4649.08,4100.00,1.50,2,34,0.05,LOS,90.83,0.11,-70.73,-42.95,29.65,50.53,0,28,-101.05,26,-112.03,35,-112.36,27,-114.40,21,-116.54,41,-117.43
25,7357.99,5100.00,1.50,2,55,0.06,NLOS,119.03,-0.36,-98.44,-70.66,-4.15,33.51,0,61,-96.76,54,-98.45,48,-107.97,47,-117.20,62,-118.83,56,-122.49,7800.00,4124.46,1.50,3,60,0.13,LOS,84.72,-4.74,-59.76,-31.98,42.79,52.00,0,53,-103.99,68,-106.74,67,-111.38,54,-114.81,61,-116.15,42,-117.15,3400.00,5902.62,1.50,1,23,0.32,NLOS,99.19,-5.00,-73.98,-46.20,26.53,28.05,0,17,-101.19,29,-112.38,18,-113.62,30,-115.22,28,-115.34,16,-116.07,5600.00,6434.72,1.50,3,43,0.13,NLOS,109.79,-6.10,-83.47,-55.69,18.44,36.73,0,36,-103.32,37,-110.40,30,-113.34,44,-115.42,50,-116.69,38,-117.86,4635.04,4100.00,1.50,2,34,0.05,LOS,91.51,0.11,-71.40,-43.62,28.76,50.53,0,28,-100.80,26,-111.98,35,-112.45,27,-114.10,21,-116.33,41,-117.61
26,7348.68,5100.00,1.50,2,55,0.06,NLOS,118.89,-0.36,-98.31,-70.53,-3.91,33.51,0,61,-97.00,54,-98.39,48,-107.78,47,-117.12,62,-118.93,56,-122.48,7800.00,4110.01,1.50,3,60,0.13,LOS,84.78,1.86,-66.42,-38.64,37.91,52.00,0,53,-106.17,59,-111.76,54,-113.50,47,-116.53,52,-119.97,62,-120.33,3400.00,5910.41,1.50,1,23,0.31,NLOS,99.63,-5.00,-74.42,-46.63,26.02,28.05,0,17,-101.10,29,-112.45,18,-113.54,30,-115.16,28,-115.41,16,-116.17,5600.00,6424.52,1.50,3,43,0.13,NLOS,109.23,-6.10,-82.91,-55.12,18.92,36.73,0,36,-103.18,37,-110.52,30,-113.33,44,-115.64,50,-116.75,42,-117.73,4621.00,4100.00,1.50,2,34,0.05,LOS,92.15,-2.27,-69.66,-41.88,33.43,50.53,0,27,-106.10,33,-108.48,28,-111.02,29,-116.91,21,-117.66,39,-119.29
27,7339.38,5100.00,1.50,2,55,0.06,NLOS,118.77,2.74,-101.28,-73.50,0.47,33.51,0,54,-102.64,60,-110.35,62,-112.61,50,-113.73,56,-115.48,63,-116.52,7800.00,4095.57,1.50,3,60,0.12,LOS,84.88,1.86,-66.52,-38.74,37.64,52.00,0,53,-105.95,59,-111.48,54,-113.72,47,-116.54,52,-119.81,62,-120.47,3400.00,5918.20,1.50,1,23,0.30,NLOS,100.12,-5.00,-74.91,-47.13,25.45,28.05,0,17,-101.01,29,-112.52,18,-113.46,30,-115.10,28,-115.48,16,-116.26,5600.00,6414.32,1.50,3,43,0.14,NLOS,108.67,-6.10,-82.35,-54.57,19.39,36.73,0,36,-103.03,37,-110.64,30,-113.32,44,-115.86,50,-116.81,42,-117.56,4606.97,4100.00,1.50,2,34,0.05,LOS,92.78,-2.27,-70.29,-42.51,32.65,50.53,0,27,-105.81,33,-108.59,28,-110.78,29,-116.86,21,-117.44,39,-119.38
28,7330.07,5100.00,1.50,2,55,0.06,NLOS,118.66,2.74,-101.17,-73.39,0.56,33.51,0,54,-102.59,60,-110.42,62,-112.71,50,-113.69,56,-115.47,63,-116.55,7800.00,4081.13,1.50,3,60,0.12,LOS,85.03,-5.44,-59.37,-31.59,43.08,52.00,0,53,-104.73,54,-108.87,47,-111.97,55,-112.16,67,-113.86,61,-116.08,3400.00,5926.00,1.50,1,23,0.29,NLOS,100.67,7.32,-87.76,-59.98,17.23,28.05,0,24,-107.36,29,-113.32,17,-114.11,16,-114.83,18,-116.91,41,-117.21,5600.00,6404.11,1.50,3,43,0.15,NLOS,108.13,14.98,-102.89,-75.11,-3.52,36.73,0,50,-102.31,37,-103.68,36,-111.64,49,-114.08,38,-117.69,42,-118.39,4592.93,4100.00,1.50,2,34,0.05,LOS,93.38,-0.35,-72.82,-45.04,26.88,50.53,0,27,-102.14,28,-105.04,35,-110.08,41,-114.42,21,-114.79,13,-120.06
29,7320.76,5100.00,1.50,2,55,0.06,NLOS,118.55,2.74,-101.07,-73.29,0.64,33.51,0,54,-102.55,60,-110.50,62,-112.81,50,-113.65,56,-115.46,63,-116.59,7800.00,4066.68,1.50,3,60,0.12,LOS,85.21,-5.44,-59.56,-31.78,42.82,52.00,0,53,-104.52,54,-109.09,47,-111.98,55,-112.32,67,-113.97,61,-116.33,3400.00,5933.79,1.50,1,23,0.27,NLOS,101.24,7.32,-88.34,-60.56,16.57,28.05,0,24,-107.19,29,-113.39,17,-114.02,16,-114.93,18,-116.82,41,-117.24,5600.00,6393.91,1.50,3,43,0.16,NLOS,107.61,14.98,-102.37,-74.59,-2.93,36.73,0,50,-102.37,37,-103.80,36,-111.49,49,-113.99,38,-117.81,42,-118.22,4578.89,4100.00,1.50,2,34,0.04,LOS,93.97,-0.35,-73.40,-45.62,26.07,50.53,0,27,-101.84,28,-104.80,35,-110.18,21,-114.57,41,-114.60,13,-119.97
30,7311.45,5100.00,1.50,2,55,0.06,NLOS,118.46,1.38,-99.63,-71.85,9.15,33.51,0,47,-108.96,61,-112.90,54,-113.56,53,-114.52,48,-119.32,62,-119.43,7800.00,4052.24,1.50,3,60,0.11,LOS,85.44,-2.73,-62.49,-34.70,44.40,52.00,0,46,-110.78,59,-110.84,54,-113.26,61,-113.99,65,-117.37,53,-118.31,3400.00,5941.58,1.50,1,23,0.26,NLOS,101.85,7.32,-88.94,-61.16,15.87,28.05,0,24,-107.03,29,-113.45,17,-113.93,16,-115.03,18,-116.74,41,-117.26,5600.00,6383.71,1.50,3,43,0.16,NLOS,107.11,14.98,-101.87,-74.09,-2.37,36.73,0,50,-102.43,37,-103.92,36,-111.35,49,-113.91,38,-117.92,42,-118.04,4564.86,4100.00,1.50,2,34,0.04,LOS,94.53,1.69,-76.00,-48.22,15.55,50.53,0,28,-91.83,27,-104.36,20,-110.07,42,-115.38,35,-115.63,33,-115.84
31,7302.14,5100.00,1.50,2,55,0.06,NLOS,118.39,1.38,-99.55,-71.77,9.29,33.51,0,47,-108.88,61,-113.12,54,-113.53,53,-114.52,48,-119.13,62,-119.53,7800.00,4037.79,1.50,3,60,0.11,LOS,85.69,-2.73,-62.74,-34.96,44.11,52.00,0,59,-110.54,46,-110.70,54,-113.49,61,-114.23,65,-117.24,53,-118.11,3400.00,5949.37,1.50,1,23,0.25,NLOS,102.47,7.32,-89.57,-61.79,15.16,28.05,0,24,-106.86,29,-113.52,17,-113.85,16,-115.13,18,-116.65,41,-117.29,5600.00,6373.50,1.50,3,43,0.17,NLOS,106.64,3.14,-89.56,-61.78,12.29,36.73,0,42,-105.02,44,-107.94,37,-111.30,36,-112.47,38,-113.06,49,-115.62,4550.82,4100.00,1.50,2,34,0.04,LOS,95.08,1.69,-76.55,-48.77,14.77,50.53,0,28,-91.59,27,-104.08,20,-109.93,42,-115.47,35,-115.74,33,-115.96
32,7292.84,5100.00,1.50,2,55,0.06,NLOS,118.32,1.38,-99.48,-71.70,9.42,33.51,0,47,-108.80,61,-113.34,54,-113.50,53,-114.52,48,-118.93,62,-119.63,7800.00,4023.35,1.50,3,60,0.10,LOS,85.97,-1.29,-64.46,-36.68,34.02,52.00,0,61,-102.50,59,-102.68,54,-110.06,66,-110.09,53,-111.56,67,-113.31,3400.00,5957.17,1.50,1,23,0.23,NLOS,103.10,-10.16,-72.72,-44.94,31.98,28.05,0,17,-106.72,11,-111.76,31,-113.24,24,-114.42,9,-114.55,16,-114.88,5600.00,6363.30,1.50,3,43,0.18,NLOS,106.21,3.14,-89.13,-61.35,12.68,36.73,0,42,-104.84,44,-108.15,37,-111.42,36,-112.33,38,-113.18,49,-115.54,4536.78,4100.00,1.50,2,34,0.04,LOS,95.61,-3.55,-71.84,-44.06,31.54,50.53,0,28,-104.16,32,-110.15,26,-114.15,35,-115.08,27,-116.63,21,-119.81
33,7283.53,5100.00,1.50,2,55,0.06,NLOS,118.27,-6.90,-91.15,-63.37,8.46,33.51,0,61,-100.99,54,-105.97,60,-116.41,62,-118.08,56,-118.54,68,-118.74,7800.00,4008.91,1.50,3,60,0.10,LOS,86.27,-1.29,-64.76,-36.97,33.70,52.00,0,59,-102.37,61,-102.74,66,-110.01,54,-110.28,53,-111.36,67,-113.42,3400.00,5964.96,1.50,1,23,0.22,NLOS,103.75,-10.16,-73.36,-45.58,31.28,28.05,0,17,-106.64,11,-111.72,31,-113.17,24,-114.26,9,-114.60,16,-114.98,5600.00,6353.10,1.50,3,43,0.18,NLOS,105.82,3.14,-88.74,-60.96,13.02,36.73,0,42,-104.66,44,-108.35,37,-111.55,36,-112.18,38,-113.29,49,-115.46,4522.75,4100.00,1.50,2,34,0.04,LOS,96.12,-3.55,-72.36,-44.57,30.84,50.53,0,28,-103.94,32,-110.19,26,-114.11,35,-115.19,27,-116.35,21,-119.58
34,7274.22,5100.00,1.50,2,55,0.06,NLOS,118.23,-6.90,-91.11,-63.33,8.66,33.51,0,61,-101.20,54,-105.96,60,-116.49,62,-118.18,56,-118.53,68,-118.84,7800.00,3994.46,1.50,3,60,0.09,LOS,86.58,-5.53,-60.83,-33.05,46.87,52.00,0,59,-111.87,61,-113.29,53,-114.49,62,-114.73,47,-115.14,55,-117.14,3400.00,5972.75,1.50,1,23,0.21,NLOS,104.39,-10.16,-74.01,-46.23,30.58,28.05,0,17,-106.55,11,-111.68,31,-113.10,24,-114.09,9,-114.64,16,-115.08,5600.00,6342.90,1.50,3,43,0.19,NLOS,105.49,-6.49,-78.78,-51.00,17.69,36.73,0,42,-97.21,44,-106.58,51,-111.47,37,-113.44,36,-113.90,50,-114.39,4508.71,4100.00,1.50,2,34,0.04,LOS,96.62,-8.01,-68.40,-40.62,31.00,50.53,0,27,-100.99,28,-106.09,33,-111.60,42,-114.67,26,-116.76,19,-117.71
35,7264.91,5100.00,1.50,2,55,0.06,NLOS,118.20,-6.90,-91.08,-63.30,8.83,33.51,0,61,-101.41,54,-105.95,60,-116.57,62,-118.28,56,-118.53,68,-118.94,7800.00,3980.02,1.50,3,60,0.09,LOS,86.91,-5.53,-61.16,-33.37,46.45,52.00,0,59,-111.55,61,-113.53,53,-114.30,62,-114.86,47,-115.16,55,-117.29,3400.00,5980.55,1.50,1,23,0.20,NLOS,105.03,-10.16,-74.65,-46.87,29.88,28.05,0,17,-106.47,11,-111.64,31,-113.02,24,-113.91,9,-114.68,16,-115.18,5600.00,6332.69,1.50,3,43,0.19,NLOS,105.22,-6.49,-78.51,-50.73,17.82,36.73,0,42,-97.03,44,-106.78,51,-111.56,37,-113.58,36,-113.76,50,-114.46,4494.67,4100.00,1.50,2,34,0.04,LOS,97.11,-8.01,-68.88,-41.10,30.30,50.53,0,27,-100.72,28,-105.88,33,-111.72,42,-114.76,26,-116.73,19,-117.65
36,7255.60,5100.00,1.50,2,55,0.06,NLOS,118.18,4.47,-102.44,-74.66,-4.51,33.51,0,61,-99.94,48,-106.57,54,-107.24,56,-107.91,68,-112.80,60,-113.90,7800.00,3965.57,1.50,3,60,0.08,LOS,87.24,-3.70,-63.32,-35.54,41.09,52.00,0,59,-108.31,53,-111.19,54,-111.25,55,-113.69,61,-115.41,66,-117.16,3400.00,5988.34,1.50,1,23,0.19,NLOS,105.67,-4.74,-80.72,-52.93,24.20,28.05,0,24,-109.87,16,-111.34,17,-111.77,30,-112.14,10,-118.00,29,-119.14,5600.00,6322.49,1.50,3,43,0.20,NLOS,105.01,-6.49,-78.30,-50.52,17.89,36.73,0,42,-96.84,44,-106.98,51,-111.65,36,-113.62,37,-113.71,50,-114.54,4480.64,4100.00,1.50,2,34,0.03,LOS,97.58,-3.25,-74.12,-46.33,29.77,50.53,0,28,-108.34,26,-109.73,27,-110.37,35,-110.84,33,-111.59,22,-112.21
37,7246.30,5100.00,1.50,2,55,0.06,NLOS,118.18,4.47,-102.44,-74.66,-4.41,33.51,0,61,-100.14,48,-106.37,54,-107.24,56,-107.91,68,-112.90,60,-113.98,7800.00,3951.13,1.50,3,60,0.08,LOS,87.58,-3.70,-63.66,-35.88,40.64,52.00,0,59,-107.98,53,-111.01,54,-111.47,55,-113.84,61,-115.63,66,-117.10,3400.00,5996.13,1.50,1,23,0.18,NLOS,106.30,-4.74,-81.35,-53.56,23.52,28.05,0,24,-109.69,16,-111.44,17,-111.69,30,-112.09,10,-118.00,29,-119.21,5600.00,6312.29,1.50,3,43,0.20,NLOS,104.87,-4.59,-80.07,-52.29,22.94,36.73,0,44,-107.59,36,-109.97,49,-110.52,37,-111.63,42,-112.07,29,-114.68,4466.60,4100.00,1.50,2,34,0.03,LOS,98.04,-3.25,-74.58,-46.79,29.23,50.53,0,28,-108.15,26,-109.69,27,-110.12,35,-110.95,33,-111.72,22,-112.08
38,7236.99,5100.00,1.50,2,55,0.06,NLOS,118.19,4.47,-102.45,-74.67,-4.33,33.51,0,61,-100.35,48,-106.16,54,-107.24,56,-107.91,68,-113.00,60,-114.06,7800.00,3936.69,1.50,3,60,0.07,LOS,87.92,-10.86,-56.84,-29.06,42.59,52.00,0,59,-100.07,53,-109.81,54,-116.94,66,-118.32,58,-120.16,65,-120.18,3400.00,6003.92,1.50,1,23,0.17,NLOS,106.92,-4.74,-81.97,-54.19,22.83,28.05,0,24,-109.52,16,-111.54,17,-111.61,30,-112.04,10,-118.01,29,-119.28,5600.00,6302.08,1.50,3,43,0.20,NLOS,104.81,-4.59,-80.01,-52.22,23.02,36.73,0,44,-107.79,36,-109.84,49,-110.45,37,-111.77,42,-111.88,29,-114.62,4452.56,4100.00,1.50,2,34,0.03,LOS,98.49,-5.30,-72.97,-45.19,20.01,50.53,0,28,-93.20,20,-105.00,27,-106.58,21,-116.44,29,-117.26,46,-117.31
39,7227.68,5100.00,1.50,2,54,0.03,NLOS,126.15,-7.20,-98.74,-70.96,5.07,33.51,1,55,-105.00,61,-112.92,60,-118.45,53,-118.47,56,-119.86,68,-119.94,7800.00,3922.24,1.50,3,60,0.07,LOS,88.27,-10.86,-57.18,-29.40,41.94,52.00,0,59,-99.73,53,-109.66,54,-117.16,66,-118.26,58,-120.00,65,-120.05,3400.00,6011.72,1.50,1,23,0.16,NLOS,107.53,-4.74,-82.58,-54.80,22.16,28.05,0,24,-109.34,17,-111.53,16,-111.64,30,-112.00,10,-118.02,29,-119.35,5608.12,6300.00,1.50,0,43,0.22,NLOS,103.89,-4.59,-79.08,-51.30,23.96,36.73,0,44,-107.80,36,-109.96,49,-110.31,42,-111.81,37,-111.95,29,-114.68,4438.52,4100.00,1.50,2,34,0.03,LOS,98.93,-5.30,-73.40,-45.62,19.39,50.53,0,28,-93.02,20,-104.86,27,-106.34,21,-116.18,29,-117.24,46,-117.41
40,7218.37,5100.00,1.50,2,54,0.03,NLOS,126.17,-7.20,-98.75,-70.97,5.10,33.51,0,55,-105.04,61,-113.12,53,-118.47,60,-118.53,56,-119.86,68,-120.04,7800.00,3907.80,1.50,3,60,0.07,LOS,88.61,-1.57,-66.82,-39.03,35.72,52.00,0,65,-104.69,67,-105.57,59,-109.78,53,-110.37,66,-115.67,54,-115.79,3400.00,6019.51,1.50,1,23,0.15,NLOS,108.13,0.20,-88.12,-60.34,19.85,28.05,0,31,-110.68,22,-113.08,16,-113.35,17,-114.35,37,-116.62,25,-117.52,5618.32,6300.00,1.50,0,43,0.24,NLOS,102.66,-4.12,-78.32,-50.53,27.22,36.73,0,36,-108.00,31,-110.60,50,-115.40,44,-115.62,49,-115.96,29,-116.59,4424.49,4100.00,1.50,2,34,0.03,LOS,99.35,5.94,-85.07,-57.29,15.45,50.53,0,28,-104.05,27,-104.27,33,-113.02,40,-113.34,21,-115.22,35,-117.93
41,7209.06,5100.00,1.50,2,54,0.03,NLOS,126.19,-7.20,-98.77,-70.99,5.14,33.51,0,55,-105.09,61,-113.32,53,-118.47,60,-118.61,56,-119.86,68,-120.13,7793.36,3900.00,1.50,2,60,0.06,LOS,88.92,-1.57,-67.13,-39.35,35.42,52.00,0,65,-104.67,67,-105.72,59,-109.65,53,-110.11,66,-115.76,54,-115.83,3400.00,6027.30,1.50,1,23,0.14,NLOS,108.72,0.20,-88.71,-60.93,19.30,28.05,0,31,-110.61,22,-113.21,16,-113.45,17,-114.27,37,-116.59,25,-117.44,5628.53,6300.00,1.50,0,43,0.27,NLOS,101.33,-4.12,-76.99,-49.21,28.63,36.73,0,36,-108.18,31,-110.69,50,-115.24,44,-115.59,49,-115.80,29,-116.68,4410.45,4100.00,1.50,2,34,0.03,LOS,99.77,5.94,-85.49,-57.71,14.89,50.53,0,28,-103.89,27,-104.06,33,-113.15,40,-113.50,21,-114.96,35,-118.05
42,7200.00,5099.76,1.50,3,54,0.03,NLOS,126.20,-7.53,-98.45,-70.67,-0.08,33.51,0,55,-99.11,61,-107.94,60,-115.52,63,-116.11,48,-116.53,42,-117.48,7778.91,3900.00,1.50,2,60,0.06,LOS,89.26,-1.57,-67.47,-39.69,35.11,52.00,0,65,-104.79,67,-105.89,53,-109.71,59,-109.77,54,-115.65,66,-116.00,3400.00,6035.10,1.50,1,23,0.13,NLOS,109.30,0.20,-89.28,-61.50,18.75,28.05,0,31,-110.53,22,-113.34,16,-113.55,17,-114.20,37,-116.56,25,-117.36,5638.73,6300.00,1.50,0,43,0.31,NLOS,99.90,-4.12,-75.56,-47.78,30.13,36.73,0,36,-108.37,31,-110.78,50,-115.08,44,-115.57,49,-115.64,29,-116.77,4396.41,4100.00,1.50,2,34,0.03,LOS,100.18,-0.68,-79.28,-51.49,26.04,50.53,0,20,-106.69,27,-107.74,35,-112.76,28,-113.88,21,-117.67,41,-118.24
43,7200.00,5090.45,1.50,3,54,0.03,NLOS,125.91,-7.53,-98.16,-70.38,0.59,33.51,0,55,-99.57,61,-107.91,60,-115.43,63,-116.19,48,-116.50,42,-117.50,7764.47,3900.00,1.50,2,60,0.06,LOS,89.80,-1.27,-68.31,-40.53,39.04,52.00,0,53,-110.57,65,-111.48,61,-112.95,48,-114.62,55,-116.05,66,-116.45,3400.00,6042.89,1.50,1,23,0.12,NLOS,109.87,0.20,-89.85,-62.07,18.22,28.05,0,31,-110.46,22,-113.46,16,-113.66,17,-114.13,37,-116.53,25,-117.27,5648.93,6300.00,1.50,0,43,0.34,NLOS,98.35,0.87,-79.00,-51.22,24.45,36.73,0,49,-108.30,57,-108.75,50,-110.46,36,-111.23,42,-111.41,29,-113.56,4382.38,4100.00,1.50,2,34,0.03,LOS,100.57,-0.68,-79.67,-51.89,25.55,50.53,0,20,-106.55,27,-107.55,35,-112.89,28,-113.74,21,-117.40,41,-118.40
44,7200.00,5081.14,1.50,3,54,0.04,NLOS,125.61,-7.53,-97.86,-70.08,1.25,33.51,0,55,-100.01,61,-107.89,60,-115.33,63,-116.26,48,-116.48,42,-117.52,7750.02,3900.00,1.50,2,60,0.06,LOS,90.33,-1.27,-68.84,-41.06,38.34,52.00,0,53,-110.15,65,-111.59,61,-113.00,48,-114.51,55,-116.00,66,-116.68,3400.00,6050.68,1.50,1,23,0.12,NLOS,110.42,-1.06,-89.14,-61.36,11.08,28.05,0,22,-103.46,24,-105.32,16,-108.46,18,-108.67,15,-113.79,17,-114.32,5659.13,6300.00,1.50,0,43,0.39,NLOS,96.65,0.87,-77.30,-49.52,26.10,36.73,0,49,-108.13,57,-108.66,50,-110.30,42,-111.39,36,-111.41,29,-113.65,4368.34,4100.00,1.50,2,34,0.03,LOS,100.96,5.07,-85.81,-58.03,1.15,50.53,0,27,-88.57,28,-92.09,22,-110.02,40,-115.78,30,-116.18,42,-120.26
45,7200.00,5071.83,1.50,3,54,0.04,NLOS,125.30,-5.88,-99.20,-71.42,-3.12,33.51,0,55,-96.47,48,-107.81,49,-109.89,44,-114.45,61,-115.44,62,-116.54,7735.58,3900.00,1.50,2,60,0.05,LOS,90.86,-2.99,-67.65,-39.87,32.35,52.00,0,67,-101.88,53,-105.23,65,-114.65,59,-116.31,52,-117.70,68,-119.11,3400.00,6058.48,1.50,1,23,0.11,NLOS,110.96,-1.06,-89.68,-61.90,10.55,28.05,0,22,-103.58,24,-105.13,16,-108.57,18,-108.58,15,-113.87,17,-114.25,5669.34,6300.00,1.50,0,43,0.44,NLOS,94.77,0.87,-75.42,-47.64,27.93,36.73,0,49,-107.97,57,-108.58,50,-110.13,42,-111.37,36,-111.60,29,-113.74,4354.30,4100.00,1.50,2,34,0.03,LOS,101.34,5.07,-86.19,-58.41,0.63,50.53,0,27,-88.42,28,-91.97,22,-109.88,40,-115.94,30,-116.17,20,-120.16
46,7200.00,5062.52,1.50,3,54,0.04,NLOS,124.99,-5.88,-98.89,-71.11,-2.42,33.51,0,55,-96.89,48,-107.79,49,-110.00,44,-114.50,61,-115.42,62,-116.64,7721.14,3900.00,1.50,2,60,0.05,LOS,91.39,-2.99,-68.18,-40.40,31.79,52.00,0,67,-102.05,53,-104.79,65,-114.77,59,-116.45,52,-117.61,54,-119.00,3400.00,6066.27,1.50,1,23,0.11,NLOS,111.49,-1.06,-90.21,-62.43,10.02,28.05,0,22,-103.70,24,-104.94,18,-108.49,16,-108.67,15,-113.94,17,-114.19,5679.54,6300.00,1.50,0,43,0.50,NLOS,92.67,8.30,-80.76,-52.97,22.27,36.73,0,44,-105.85,29,-108.15,49,-109.81,42,-112.79,36,-113.75,37,-116.92,4340.27,4100.00,1.50,2,34,0.03,LOS,101.72,-0.79,-80.70,-52.92,13.46,50.53,0,27,-96.31,28,-98.44,21,-103.29,22,-104.49,20,-112.13,35,-114.29
47,7200.00,5053.22,1.50,3,54,0.04,NLOS,124.67,-5.88,-98.57,-70.79,-1.73,33.51,0,55,-97.30,48,-107.77,49,-110.11,44,-114.55,61,-115.41,41,-116.72,7706.69,3900.00,1.50,2,60,0.05,LOS,91.91,4.96,-76.65,-48.87,23.42,52.00,0,53,-102.27,61,-107.56,59,-108.63,66,-113.94,54,-115.98,47,-118.08,3400.00,6074.06,1.50,1,23,0.10,NLOS,112.01,-1.06,-90.73,-62.95,9.50,28.05,0,22,-103.83,24,-104.74,18,-108.40,16,-108.77,15,-114.01,17,-114.12,5689.74,6300.00,1.50,0,43,0.57,NLOS,90.33,8.30,-78.41,-50.63,24.59,36.73,0,44,-105.84,29,-108.24,49,-109.65,42,-112.78,36,-113.93,37,-117.10,4326.23,4100.00,1.50,2,34,0.03,LOS,102.08,-0.79,-81.07,-53.29,13.00,50.53,0,27,-96.20,28,-98.35,21,-103.01,22,-104.36,20,-111.98,35,-114.41
48,7200.00,5043.91,1.50,3,54,0.04,NLOS,124.35,-6.62,-97.51,-69.73,-0.16,33.51,0,55,-98.69,48,-104.06,62,-111.32,61,-112.50,47,-115.81,43,-117.94,7692.25,3900.00,1.50,2,60,0.05,LOS,92.43,4.96,-77.17,-49.39,22.66,52.00,0,53,-101.82,61,-107.61,59,-108.78,66,-114.17,54,-115.81,47,-117.88,3400.00,6081.85,1.50,1,23,0.10,NLOS,112.51,-5.12,-87.18,-59.40,16.67,28.05,0,17,-108.70,16,-109.06,24,-109.21,15,-112.00,29,-116.24,11,-116.69,5699.95,6300.00,1.50,0,43,0.65,NLOS,87.67,8.30,-75.75,-47.97,27.22,36.73,0,44,-105.82,29,-108.32,49,-109.48,42,-112.77,36,-114.11,37,-117.28,4312.19,4100.00,1.50,2,34,0.03,LOS,102.44,4.90,-87.12,-59.34,12.22,50.53,0,28,-100.85,27,-105.73,21,-109.27,26,-110.96,40,-113.47,33,-117.49
